Token,Item Name,Customer-facing Name,Variation Name,Unit and Precision,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (kg),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Current Quantity Altallama,New Quantity Altallama,Stock Alert Enabled Altallama,Stock Alert Count Altallama,Tax - Impuesto escolar (4%),Tax - impuesto ventas (21%)
S5USSEKCQWKPLVUWR2VZMW2M,VALLEJO_ACRILICO_23_500ML,,Normal,,8370586,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230230,,Physical good,,,,,,,Y,16.15,,N,,N,,N,,,1,,,,N,Y
F4ZXFL7MBOYORXFWIOH77FJE,VALLEJO_ACRILICO_24_200ML,,Normal,,H649933,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220248,,Physical good,,,,,,,Y,8.70,,N,,N,,N,,,14,,,,N,Y
2ACK27N7QGUHBFYDBXNBKNNB,VALLEJO_ACRILICO_24_500ML,,Normal,,6943564,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230247,,Physical good,,,,,,,Y,16.15,,N,,N,,N,,,2,,,,N,Y
SND44N7UX4H2QCKHYWXMGYZM,VALLEJO_ACRILICO_25_200ML,,Normal,,5474262,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220255,,Physical good,,,,,,,Y,8.70,,N,,N,,N,,,10,,,,N,Y
E7MR5NWCTSEEW32EK2GAXJ4B,VALLEJO_ACRILICO_25_500ML,,Normal,,A029450,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230254,,Physical good,,,,,,,Y,16.15,,N,,N,,N,,,5,,,,N,Y
HPHQ5SL6EVKWV2VKEC33W7OE,VALLEJO_ACRILICO_26_200ML,,Normal,,376591P,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220262,,Physical good,,,,,,,Y,8.70,,N,,N,,N,,,9,,,,N,Y
U3RDSA3CDP7OUOXBQWGMK63F,VALLEJO_ACRILICO_26_500ML,,Normal,,668338R,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230261,,Physical good,,,,,,,Y,16.15,,N,,N,,N,,,0,,,,N,Y
NWEUQPBFHUC4ESRVXNW7QUWY,VALLEJO_ACRILICO_27_200ML,,Normal,,2362346,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220279,,Physical good,,,,,,,Y,8.70,,N,,N,,N,,,3,,,,N,Y
DNHRQA2B53BOBMQCUN4WWLRY,VALLEJO_ACRILICO_27_500ML,,Normal,,7558181,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230278,visible,Physical good,,,,,,,Y,16.15,,N,,N,,N,,,10,,,,N,Y
2XIQAHXLDJNXCVQLIQWRAPUT,VALLEJO_ACRILICO_2_200ML,,Normal,,H972769,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220026,,Physical good,,,,N,N,N,Y,8.70,,N,,N,,N,,,1,,,,N,Y
KUKSRKXWDESJWXVOXF2PF5GD,VALLEJO_ACRILICO_2_500ML,,Normal,,D716645,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230025,,Physical good,,,,N,N,N,Y,16.15,,N,,N,,N,,,0,,,,N,Y
BXZFNQWFODQSEZRHWQA2QEIL,VALLEJO_ACRILICO_3_200ML,,Normal,,S146014,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220033,,Physical good,,,,,,,Y,8.70,,N,,N,,N,,,11,,,,N,Y
VKANVWJRCVBHZJENJSLHAVAC,VALLEJO_ACRILICO_3_500ML,,Normal,,6148520,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230032,,Physical good,,,,N,N,N,Y,16.15,,N,,N,,N,,,0,,,,N,Y
YONQGO2NCA6UK4SKN7FCW2FG,VALLEJO_ACRILICO_41_200ML,,Normal,,6321938,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220415,,Physical good,,,,N,N,N,Y,8.70,,N,,N,,N,,,6,,,,N,Y
EN4A4VM3RK4JTPF2JHMGYOB4,VALLEJO_ACRILICO_42_200ML,,Normal,,276934Z,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220422,,Physical good,,,,,,,Y,8.70,,N,,N,,N,,,3,,,,N,Y
ZB5DJ4PLCLPXFJX7CNY5JBSM,VALLEJO_ACRILICO_42_500ML,,Normal,,5040305,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230421,,Physical good,,,,,,,Y,16.15,,N,,N,,N,,,4,,,,N,Y
ZF4CFIVRDTY2JJOIG6HAVGOB,VALLEJO_ACRILICO_43_200ML,,Normal,,P843891,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220439,,Physical good,,,,,,,Y,8.70,,N,,N,,N,,,9,,,,N,Y
ITFL66MFMSV6CHLDHNYRZ4H5,VALLEJO_ACRILICO_43_500ML,,Normal,,L022222,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230438,,Physical good,,,,,,,Y,16.15,,N,,N,,N,,,3,,,,N,Y
OSAVNIUQWLVUDTS32ZSUQV5R,VALLEJO_ACRILICO_44_200ML,,Normal,,825870K,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220446,,Physical good,,,,,,,Y,8.70,,N,,N,,N,,,5,,,,N,Y
72WU3FIZK4FBQBSEIOCBPGO6,VALLEJO_ACRILICO_44_500ML,,Normal,,T323831,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230445,,Physical good,,,,,,,Y,16.15,,N,,N,,N,,,9,,,,N,Y
LHLCACPJMJGXCJBBMPSLA6KY,VALLEJO_ACRILICO_45_200ML,,Normal,,B950892,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220453,,Physical good,,,,,,,Y,8.70,,N,,N,,N,,,7,,,,N,Y
DTEWIRDLCR4L252CGEG5S6DV,VALLEJO_ACRILICO_45_500ML,,Normal,,V147794,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230452,,Physical good,,,,,,,Y,16.15,,N,,N,,N,,,0,,,,N,Y
NCEH5KVWJ6T5ZTVRFEUFSDHV,VALLEJO_ACRILICO_46_200ML,,Normal,,8461914,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220460,,Physical good,,,,,,,Y,8.70,,N,,N,,N,,,3,,,,N,Y
HC2VYSL6FITB2773WBNJU2JH,VALLEJO_ACRILICO_46_500ML,,Normal,,793845Y,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230469,,Physical good,,,,N,N,N,Y,16.15,,N,,N,,N,,,0,,,,N,Y
C2XMPHG7RBI4QJISMJR4VNUR,VALLEJO_ACRILICO_47_200ML,,Normal,,2315016,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220477,,Physical good,,,,,,,Y,8.70,,N,,N,,N,,,2,,,,N,Y
6MWYLEVR3WJ4SRSASZJOJDPU,VALLEJO_ACRILICO_47_500ML,,Normal,,W866445,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230476,,Physical good,,,,,,,Y,16.15,,N,,N,,N,,,2,,,,N,Y
5ZEL6VF5GEO6WI4MILTHRQQ6,VALLEJO_ACRILICO_48_200ML,,Normal,,D639052,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220484,,Physical good,,,,,,,Y,8.70,,N,,N,,N,,,3,,,,N,Y
7YH66YZJF545WVHVTQ4U6FF7,VALLEJO_ACRILICO_48_500ML,,Normal,,R737178,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230483,,Physical good,,,,N,N,N,Y,16.15,,N,,N,,N,,,5,,,,N,Y
OZQZRXXS2NVIULBR2IDPE5CG,VALLEJO_ACRILICO_49_200ML,,Normal,,541226X,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220491,,Physical good,,,,,,,Y,8.70,,N,,N,,N,,,5,,,,N,Y
DIGCMFSPCPF4RGOQ3BYXC5LP,VALLEJO_ACRILICO_49_500ML,,Normal,,T323921,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230490,,Physical good,,,,N,N,N,Y,16.15,,N,,N,,N,,,8,,,,N,Y
PWY5HCU5PGAQ3TH6YO4DPVNK,VALLEJO_ACRILICO_4_200ML,,Normal,,9991208,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220040,,Physical good,,,,N,N,N,Y,8.70,,N,,N,,N,,,7,,,,N,Y
FDF6HSBMNOHY4GIZDNKMV6PG,VALLEJO_ACRILICO_4_500ML,,Normal,,9731913,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,,,Physical good,,,,,,,Y,16.15,,N,,N,,N,,,6,,,,N,Y
E5EUMIWAIE3BXGPUIWYH4O3J,VALLEJO_ACRILICO_50_200ML,,Normal,,J085838,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220507,,Physical good,,,,,,,Y,8.70,,N,,N,,N,,,4,,,,N,Y
4PD5ANNVCELAXU5EG6DBFL56,VALLEJO_ACRILICO_50_500ML,,Normal,,9960943,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,,,Physical good,,,,,,,Y,16.15,,N,,N,,N,,,3,,,,N,Y
SGSOWA2RWRKKJEIJORXRV4AH,VALLEJO_ACRILICO_51_200ML,,Normal,,2543568,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220514,,Physical good,,,,N,N,N,Y,8.70,,N,,N,,N,,,10,,,,N,Y
ANLUAG6BCCU2ETYHUGRS6JZ2,VALLEJO_ACRILICO_51_500ML,,Normal,,D695165,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230513,,Physical good,,,,N,N,N,Y,16.15,,N,,N,,N,,,2,,,,N,Y
44SJKUI2DTRBGSAY6NA26SKQ,VALLEJO_ACRILICO_52_200ML,,Normal,,583191L,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220521,,Physical good,,,,,,,Y,8.70,,N,,N,,N,,,10,,,,N,Y
KLMIFL3ZJDMVUHT2YNXC7A6I,VALLEJO_ACRILICO_52_500ML,,Normal,,946688B,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230520,,Physical good,,,,,,,Y,16.15,,N,,N,,N,,,6,,,,N,Y
LX6WZGDBEWTYYBRE66J75BYS,VALLEJO_ACRILICO_53_200ML,,Normal,,584266Y,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220538,,Physical good,,,,,,,Y,8.70,,N,,N,,N,,,9,,,,N,Y
XKUG6M63UFW5WCMHT625ZQTV,VALLEJO_ACRILICO_53_500ML,,Normal,,C284770,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230537,,Physical good,,,,,,,Y,16.15,,N,,N,,N,,,2,,,,N,Y
AWBB6ECZYT7DTNOD4GGHN3H4,VALLEJO_ACRILICO_54_200ML,,Normal,,7309225,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220545,,Physical good,,,,,,,Y,8.70,,N,,N,,N,,,4,,,,N,Y
LNHCRJ5AFS6EY4LWATK3CTFG,VALLEJO_ACRILICO_54_500ML,,Normal,,843581G,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230544,,Physical good,,,,N,N,N,Y,16.15,,N,,N,,N,,,2,,,,N,Y
QWZQBOWZOMREOT7SCKWZN74D,VALLEJO_ACRILICO_55_200ML,,Normal,,917560M,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220552,,Physical good,,,,,,,Y,8.70,,N,,N,,N,,,11,,,,N,Y
SQWIOPZECP5RIARO5JPNPVQU,VALLEJO_ACRILICO_55_500ML,,Normal,,627409V,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230551,,Physical good,,,,N,N,N,Y,16.15,,N,,N,,N,,,4,,,,N,Y
RRBVO44FCWXBOYNE3BO33ZZR,VALLEJO_ACRILICO_56_200ML,,Normal,,L662891,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220569,,Physical good,,,,N,N,N,Y,8.70,,N,,N,,N,,,9,,,,N,Y
GRW7XLRNXEEWGF3JQQHE5JYU,VALLEJO_ACRILICO_56_500ML,,Normal,,6548428,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230568,,Physical good,,,,,,,Y,16.15,,N,,N,,N,,,9,,,,N,Y
242QGFRPWJF66EFYA6LHHU5P,VALLEJO_ACRILICO_57_200ML,,Normal,,2228177,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220576,,Physical good,,,,,,,Y,8.70,,N,,N,,N,,,8,,,,N,Y
KMUB6HCORJELFT4UMSXDAJXC,VALLEJO_ACRILICO_57_500ML,,Normal,,J166297,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230575,,Physical good,,,,,,,Y,16.15,,N,,N,,N,,,4,,,,N,Y
LLTGLI2KIJMSY2IWO6ZZUPFN,VALLEJO_ACRILICO_58_200ML,,Normal,,7104347,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220583,,Physical good,,,,,,,Y,8.70,,N,,N,,N,,,20,,,,N,Y
5OYF5IDU7KP7GNOL2DCLPFQG,VALLEJO_ACRILICO_58_500ML,,Normal,,V210481,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230582,,Physical good,,,,,,,Y,16.15,,N,,N,,N,,,12,,,,N,Y
UF5FC32L5ASM5XF2JARQZNJN,VALLEJO_ACRILICO_59_200ML,,Normal,,9901365,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220590,,Physical good,,,,,,,Y,8.70,,N,,N,,N,,,4,,,,N,Y
525FZVSQH42XFZTRLP22CXLA,VALLEJO_ACRILICO_59_500ML,,Normal,,2709053,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230599,,Physical good,,,,,,,Y,16.15,,N,,N,,N,,,7,,,,N,Y
7X5XW4Q7DMDWCXH53U2LG7ZO,VALLEJO_ACRILICO_5_200ML,,Normal,,X462306,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220057,,Physical good,,,,,,,Y,8.70,,N,,N,,N,,,2,,,,N,Y
D5GDKD42XJ3GQH4ALPOUYKEJ,VALLEJO_ACRILICO_5_500ML,,Normal,,M605478,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230056,,Physical good,,,,,,,Y,16.15,,N,,N,,N,,,5,,,,N,Y
KHRJHJSRH2KNKLCFNHF526RH,VALLEJO_ACRILICO_60_1000ML,,Normal,,S879550,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551240604,,Physical good,,,,,,,Y,26.90,,N,,N,,N,,,1,,,,N,Y
2WTKVB6U42C4XYVEV6LEECB6,VALLEJO_ACRILICO_60_200ML,,Normal,,F136380,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220606,,Physical good,,,,,,,Y,8.70,,N,,N,,N,,,17,,,,N,Y
AF7RKOENTIDUNRONLMARMQAD,VALLEJO_ACRILICO_60_500ML,,Normal,,280280P,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230605,,Physical good,,,,N,N,N,Y,16.15,,N,,N,,N,,,20,,,,N,Y
C6MEHOHTYY7PRXU7GQTRO5GD,VALLEJO_ACRILICO_61_500ML,,Normal,,4889086,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230612,,Physical good,,,,,,,Y,16.15,,N,,N,,N,,,4,,,,N,Y
I3G5VVLNPYWOA2WMN26SHWBB,VALLEJO_ACRILICO_62_200ML,,Normal,,678561R,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220620,,Physical good,,,,,,,Y,8.70,,N,,N,,N,,,4,,,,N,Y
76A2MYRJQ4XACJ5R7TNF4NY5,VALLEJO_ACRILICO_62_500ML,,Normal,,187319P,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230629,,Physical good,,,,,,,Y,16.15,,N,,N,,N,,,1,,,,N,Y
YWCR2JX5AV5UOAPYF6CEGL2F,VALLEJO_ACRILICO_63_200ML,,Normal,,C975533,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220637,,Physical good,,,,,,,Y,8.70,,N,,N,,N,,,4,,,,N,Y
XO6ODH5HYWMCKCKA5OTSXGPE,VALLEJO_ACRILICO_63_500ML,,Normal,,6200444,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230636,,Physical good,,,,,,,Y,16.15,,N,,N,,N,,,6,,,,N,Y
4DWHRURVA3LDBRYSBE33GHF3,VALLEJO_ACRILICO_6_200ML,,Normal,,H822195,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220064,,Physical good,,,,,,,Y,8.70,,N,,N,,N,,,3,,,,N,Y
47NBDEKGIGHESS2T7374YGSN,VALLEJO_ACRILICO_6_500ML,,Normal,,B849077,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230063,,Physical good,,,,,,,Y,16.15,,N,,N,,N,,,3,,,,N,Y
CRFSRGSVOEKSXB37FIJV3KQX,VALLEJO_ACRILICO_7_200ML,,Normal,,603340Q,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220071,,Physical good,,,,,,,Y,8.70,,N,,N,,N,,,9,,,,N,Y
K5L35C5Z7DUQ67QAVM6QHLAO,VALLEJO_ACRILICO_7_500ML,,Normal,,V460970,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230070,,Physical good,,,,N,N,N,Y,16.15,,N,,N,,N,,,0,,,,N,Y
OE7NVEEXGM6Y5PYKSG4AYMLZ,VALLEJO_ACRILICO_8_200ML,,Normal,,173746S,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220088,,Physical good,,,,,,,Y,8.70,,N,,N,,N,,,12,,,,N,Y
ECDCBNEVGUN2PYRDYN2P3CMP,VALLEJO_ACRILICO_8_500ML,,Normal,,350011K,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230087,,Physical good,,,,N,N,N,Y,16.15,,N,,N,,N,,,6,,,,N,Y
UTCP2W4HERA7ZR5SCDPT76HN,VALLEJO_ACRILICO_930_200ML,,Normal,,4847122,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551229302,,Physical good,,,,N,N,N,Y,10.20,,N,,N,,N,,,6,,,,N,Y
AUPOX3GLE5BR37RNF7F45TOI,VALLEJO_ACRILICO_931_200ML,,Normal,,4131184,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551229319,,Physical good,,,,N,N,N,Y,10.20,,N,,N,,N,,,4,,,,N,Y
ETJNOFUS55BMUI2C47VAKXPV,VALLEJO_ACRILICO_932_200ML,,Normal,,Y369273,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551229326,,Physical good,,,,N,N,N,Y,10.20,,N,,N,,N,,,12,,,,N,Y
WUGFM2IYULBVE5VAJKNF25RA,VALLEJO_ACRILICO_934_200ML,,Normal,,P802369,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551229340,,Physical good,,,,N,N,N,Y,10.20,,N,,N,,N,,,-1,,,,N,Y
UEFFKOOENACMLO5YQXKVE6RA,VALLEJO_ACRILICO_935_200ML,,Normal,,641769K,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551229357,,Physical good,,,,N,N,N,Y,10.20,,N,,N,,N,,,4,,,,N,Y
TJ6IZ5ATEBG7QRNYH3OO7IKF,VALLEJO_ACRILICO_937_200ML,,Normal,,4258269,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551229371,,Physical good,,,,N,N,N,Y,10.20,,N,,N,,N,,,5,,,,N,Y
FFWOMQTEKMM5ORGHJB4RZHWZ,VALLEJO_ACRILICO_938_200ML,,Normal,,8640371,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551229388,,Physical good,,,,,,,Y,10.20,,N,,N,,N,,,2,,,,N,Y
XBY5YHFNJCWAYL4WEC6IZ6GI,VALLEJO_ACRILICO_940_200ML,,Normal,,K405229,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551229401,,Physical good,,,,N,N,N,Y,10.20,,N,,N,,N,,,2,,,,N,Y
3MTPLZKH3AKJVSG36AGHVBBY,VALLEJO_ACRILICO_9_200ML,,Normal,,8085711,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220095,,Physical good,,,,,,,Y,8.70,,N,,N,,N,,,5,,,,N,Y
ZTOS3N5NZZXBB75AGKNZCAUE,VALLEJO_ACRILICO_9_500ML,,Normal,,912448D,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230094,,Physical good,,,,,,,Y,16.15,,N,,N,,N,,,10,,,,N,Y
NBGPGNQCJYSGIHYQADNXGMVW,VALLEJO_ACUARELA LÍQUIDA_110_32ML,,Normal,,J883152,,"Acuarela, Acuarela > Acuarela en tubo",Acuarela,,,,8429551331104,,Physical good,,,,,,,Y,2.90,,N,,N,,N,,,0,,,,N,Y
LOPFMCSFNRALP32MNYAILSNK,VALLEJO_ACUARELA LÍQUIDA_120_32ML,,Normal,,935145C,,"Acuarela, Acuarela > Acuarela en tubo",Acuarela,,,,8429551331203,,Physical good,,,,,,,Y,2.90,,N,,N,,N,,,2,,,,N,Y
HBHF7VCKIIUEYS5GHX2NSTYR,VALLEJO_ACUARELA LÍQUIDA_130_32ML,,Normal,,378627M,,"Acuarela, Acuarela > Acuarela en tubo",Acuarela,,,,8429551331302,,Physical good,,,,,,,Y,2.90,,N,,N,,N,,,4,,,,N,Y
ULVAGT5QXCIHC7ZSUTBL6HET,VALLEJO_ACUARELA LÍQUIDA_140_32ML,,Normal,,R064642,,"Acuarela, Acuarela > Acuarela en tubo",Acuarela,,,,8429551331401,,Physical good,,,,,,,Y,2.90,,N,,N,,N,,,5,,,,N,Y
P6CQPG2XJNDZGY2UBYSU5NYQ,VALLEJO_ACUARELA LÍQUIDA_150_32ML,,Normal,,A711139,,"Acuarela, Acuarela > Acuarela en tubo",Acuarela,,,,8429551331500,,Physical good,,,,,,,Y,2.90,,N,,N,,N,,,4,,,,N,Y
XDKLCH4IBM5LAK23LLU7S2WJ,VALLEJO_ACUARELA LÍQUIDA_160_32ML,,Normal,,799840R,,"Acuarela, Acuarela > Acuarela en tubo",Acuarela,,,,8429551331609,,Physical good,,,,,,,Y,2.90,,N,,N,,N,,,0,,,,N,Y
6U44T4B7JB6W2TWTBKHHZGSO,VALLEJO_ACUARELA LÍQUIDA_170_32ML,,Normal,,441942S,,"Acuarela, Acuarela > Acuarela en tubo",Acuarela,,,,8429551331708,,Physical good,,,,,,,Y,2.90,,N,,N,,N,,,6,,,,N,Y
FW3WN6RJGLPSXDTQZEU25A4M,VALLEJO_ACUARELA LÍQUIDA_210_32ML,,Normal,,605264Y,,"Acuarela, Acuarela > Acuarela en tubo",Acuarela,,,,8429551332101,,Physical good,,,,N,N,N,Y,2.90,,N,,N,,N,,,0,,,,N,Y
EV745GXL2FCGWXTJNNHZYRRA,VALLEJO_ACUARELA LÍQUIDA_230_32ML,,Normal,,977075F,,"Acuarela, Acuarela > Acuarela en tubo",Acuarela,,,,8429551332309,,Physical good,,,,N,N,N,Y,2.90,,N,,N,,N,,,0,,,,N,Y
6ULOYJTSDWZBK4O5XL6ZT2JG,VALLEJO_ACUARELA LÍQUIDA_250_32ML,,Normal,,P758616,,"Acuarela, Acuarela > Acuarela en tubo",Acuarela,,,,8429551332507,,Physical good,,,,,,,Y,2.90,,N,,N,,N,,,1,,,,N,Y
TU63GAFS3RKKGLQGMRY2COHU,VALLEJO_ACUARELA LÍQUIDA_260_32ML,,Normal,,819781S,,"Acuarela, Acuarela > Acuarela en tubo",Acuarela,,,,8429551332606,,Physical good,,,,,,,Y,2.90,,N,,N,,N,,,4,,,,N,Y
PDLX45CT3A4B3WMEOV7TVSPC,VALLEJO_ACUARELA LÍQUIDA_270_32ML,,Normal,,7522561,,"Acuarela, Acuarela > Acuarela en tubo",Acuarela,,,,8429551332705,,Physical good,,,,,,,Y,2.90,,N,,N,,N,,,1,,,,N,Y
2FLGUGQAKDTSSRKGMUFVXNLG,VALLEJO_ACUARELA LÍQUIDA_290_32ML,,Normal,,X110011,,"Acuarela, Acuarela > Acuarela en tubo",Acuarela,,,,8429551332903,,Physical good,,,,,,,Y,2.90,,N,,N,,N,,,1,,,,N,Y
2AT4AK7CO5LL4X4VJ6UILVKM,VALLEJO_ACUARELA LÍQUIDA_310_32ML,,Normal,,918231R,,"Acuarela, Acuarela > Acuarela en tubo",Acuarela,,,,8429551333108,,Physical good,,,,,,,Y,2.90,,N,,N,,N,,,0,,,,N,Y
OTTUY3IBSLSM7WOGMRO6L5ND,VALLEJO_ACUARELA LÍQUIDA_320_32ML,,Normal,,C039005,,"Acuarela, Acuarela > Acuarela en tubo",Acuarela,,,,8429551333207,,Physical good,,,,,,,Y,2.90,,N,,N,,N,,,1,,,,N,Y
CRE4QTBYHQZLRYGTX27JCQAZ,VALLEJO_ACUARELA LÍQUIDA_330_32ML,,Normal,,951126Y,,"Acuarela, Acuarela > Acuarela en tubo",Acuarela,,,,8429551333306,,Physical good,,,,,,,Y,2.90,,N,,N,,N,,,0,,,,N,Y
T3Y5WAYN4V75TSFVLXOKPJZW,VALLEJO_ACUARELA LÍQUIDA_340_32ML,,Normal,,5998992,,"Acuarela, Acuarela > Acuarela en tubo",Acuarela,,,,8429551332101,,Physical good,,,,,,,Y,2.90,,N,,N,,N,,,6,,,,N,Y
MVEE5ZK3Z76MOIHZ7SNC6CPT,VALLEJO_ACUARELA LÍQUIDA_410_32ML,,Normal,,275068A,,"Acuarela, Acuarela > Acuarela en tubo",Acuarela,,,,8429551334105,,Physical good,,,,N,N,N,Y,2.90,,N,,N,,N,,,0,,,,N,Y
NSH5BFWUDGLGVELCAT5N34W3,VALLEJO_ACUARELA LÍQUIDA_430_32ML,,Normal,,R560228,,"Acuarela, Acuarela > Acuarela en tubo",Acuarela,,,,8429551334303,,Physical good,,,,,,,Y,2.90,,N,,N,,N,,,1,,,,N,Y
DMVDWZ6R7CQUJRCU4LHYONHG,VALLEJO_ACUARELA LÍQUIDA_480_32ML,,Normal,,611497Y,,"Acuarela, Acuarela > Acuarela en tubo",Acuarela,,,,8429551334808,,Physical good,,,,,,,Y,2.90,,N,,N,,N,,,2,,,,N,Y
RU57JPOCOLV32JAYQR7ML5SA,VALLEJO_ACUARELA LÍQUIDA_510_32ML,,Normal,,5018754,,"Acuarela, Acuarela > Acuarela en tubo",Acuarela,,,,8429551335102,,Physical good,,,,,,,Y,2.90,,N,,N,,N,,,2,,,,N,Y
HR637YEZZC45TFAIZWPEYFEJ,VALLEJO_ACUARELA LÍQUIDA_520_32ML,,Normal,,J659108,,"Acuarela, Acuarela > Acuarela en tubo",Acuarela,,,,8429551335201,,Physical good,,,,,,,Y,2.90,,N,,N,,N,,,7,,,,N,Y
